"","X.1","X","player","round","club","opponent","was_home","total_points","goals","assists","minutes","club_elo","opponent_elo","position","value","influence_form","creativity_form","threat_form","ict_index_form","date_hour","kickoff_hour","range_day","team_scoring_form","team_conceded_form","opponent_scoring_form","opponent_conceded_form","team_form","opponent_form","fpl_form","goals_90","assists_90","npxG_90","npg_90","xG_90","xGChain_90","xGBuildup_90","xA_90","shots_90","key_passes_90","season"
"1",1,1,"Abdoulaye Doucouré","5","WAT","MUN","True",8,0,1,90,1666.4942627,1860.18920898,"Midfielder",59,14.25,20.85,5.5,4.05,"2018-09-15 17:30:00","afternoon kick-off",13.0625,2.25,0.75,1.5,1.75,2.125,1.125,2.75,0,0.25,0.0149255152791738,0,0.0149255152791738,0.0454375538975001,0.0594205791130663,0.175302594900131,0.5,1.5,"2018/2019"
"2",2,2,"Abdoulaye Doucouré","6","WAT","FUL","False",2,0,0,90,1660.16992188,1623.76843262,"Midfielder",59,19.1,17.825,9.75,4.675,"2018-09-22 12:30:00","lunchtime kick-off",6.79166666666667,2,1.25,1.75,2.5,1.625,0.875,4,0,0.5,0.038114970549941,0,0.038114970549941,0.0751022454351186,0.101583489216864,0.178562175482511,1.5,1.25,"2018/2019"
"3",3,3,"Abdoulaye Doucouré","7","WAT","ARS","False",1,0,0,90,1661.03405762,1821.44042969,"Midfielder",59,14.7,19.125,11.5,4.55,"2018-09-29 15:00:00","afternoon kick-off",7.10416666666667,1.5,1.25,2.5,1,1.375,2.25,3,0,0.25,0.0579938795417547,0,0.0579938795417547,0.0892700273543595,0.0817206753417851,0.105224683880806,1.75,1.5,"2018/2019"
"4",4,4,"Abdoulaye Doucouré","8","WAT","BOU","True",1,0,0,90,1652.42358398,1671.29528809,"Midfielder",59,14.5,12.85,10.75,3.825,"2018-10-06 15:00:00","afternoon kick-off",7,1,1.5,1.5,2.25,0.875,1,2.75,0,0.25,0.196804255247116,0,0.196804255247116,0.25882177054882,0.129334174096584,0.0684553757309913,2,1,"2018/2019"
"5",5,5,"Abdoulaye Doucouré","9","WAT","WOL","False",11,0,2,90,1634.18664551,1631.15161133,"Midfielder",59,15,13.225,14.25,4.25,"2018-10-20 15:00:00","afternoon kick-off",14,0.5,2.25,1.25,0.25,0.375,2,3,0,0.25,0.210978358983994,0,0.210978358983994,0.239858970046043,0.127702748402953,0.0684553757309913,2.5,1,"2018/2019"
"6",6,6,"Abdoulaye Doucouré","10","WAT","HUD","True",3,0,0,90,1650.25341797,1542.15039062,"Midfielder",59,21.6,21.075,18.75,6.15,"2018-10-27 15:00:00","afternoon kick-off",7,0.75,1.75,0.5,1.75,1,0.375,3.75,0,0.5,0.296713806688786,0,0.296713806688786,0.404817700386047,0.127008391544223,0.13731199875474,2,1.75,"2018/2019"
"7",7,7,"Abdoulaye Doucouré","11","WAT","NEW","False",2,0,0,90,1657.46081543,1624.91308594,"Midfielder",59,22,18.825,17,5.775,"2018-11-03 15:00:00","afternoon kick-off",7,1.25,1.5,0.5,1.5,1.125,0.375,4,0,0.5,0.276834897696972,0,0.276834897696972,0.442676804959774,0.268921716138721,0.129964431747794,1.75,1.5,"2018/2019"
"8",8,8,"Abdoulaye Doucouré","12","WAT","SOU","False",2,0,0,90,1648.5324707,1621.06201172,"Midfielder",59,25.4,19.1,14.75,5.925,"2018-11-10 15:00:00","afternoon kick-off",7,1.25,1.25,0.25,2.25,1.125,0.625,4.25,0,0.5,0.123099006712437,0,0.123099006712437,0.385790504515172,0.349301585927606,0.245722962543368,1,1.5,"2018/2019"
"9",9,9,"Abdoulaye Doucouré","13","WAT","LIV","True",2,0,0,90,1649.60290527,1912.74719238,"Midfielder",59,28,21.575,11.75,6.125,"2018-11-24 15:00:00","afternoon kick-off",14,1.5,0.5,2,0.5,1.5,2,4.5,0,0.5,0.108924902975559,0,0.108924902975559,0.132764248177409,0.337944345548749,0.252038934733719,0.5,1.75,"2018/2019"
"10",10,10,"Abdoulaye Doucouré","14","WAT","LEI","False",2,0,0,90,1644.68505859,1687.63598633,"Midfielder",59,16.1,10.9,2.5,2.925,"2018-12-01 15:00:00","afternoon kick-off",7,1,1.25,0.75,0.5,0.875,1.5,2.25,0,0,0,0,0,0.00493862899020315,0.301414421293885,0.155896955635399,0,0.75,"2018/2019"
"11",11,11,"Abdoulaye Doucouré","15","WAT","MCI","True",8,1,0,90,1636.89819336,1998.7956543,"Midfielder",59,13.25,8.7,5.75,2.75,"2018-12-04 20:00:00","night kick-off",3.20833333333333,0.25,1.75,4,0.75,0.375,2.125,2,0,0,0.0177794266492128,0,0.0177794266492128,0.0886305943131448,0.234053059015423,0.131968374829739,0.5,0.5,"2018/2019"
"12",12,12,"Abdoulaye Doucouré","16","WAT","EVE","False",8,1,0,90,1634.95959473,1704.15014648,"Midfielder",59,19.65,8.325,34.75,6.25,"2018-12-10 20:00:00","night kick-off",6,0.5,2,0.5,0.5,0.375,1.125,3.5,0.25,0,0.416868286207318,0.25,0.416868286207318,0.502560900524258,0.101766838692129,0.0920085865072905,1.75,0.5,"2018/2019"
"13",13,13,"Abdoulaye Doucouré","17","WAT","CAR","True",5,0,1,90,1637.47741699,1562.89794922,"Midfielder",59,28.5,5.675,48.5,8.25,"2018-12-15 15:00:00","afternoon kick-off",4.79166666666667,0.75,2.25,1,1.25,0.375,1,5,0.5,0,0.570864396169781,0.5,0.570864396169781,0.587127150967717,0.103137486614287,0.0856926143169403,2.5,0.25,"2018/2019"
"14",14,14,"Abdoulaye Doucouré","18","WAT","WHU","False",3,0,0,90,1642.4017334,1698.95410156,"Midfielder",59,35.15,12.85,53.25,10.125,"2018-12-22 15:00:00","afternoon kick-off",7,1.5,2,2.75,0.75,0.875,2.25,5.75,0.5,0.25,0.596833672374487,0.5,0.596833672374487,0.868473874405026,0.262113061267883,0.193418614566326,2.75,0.75,"2018/2019"
"15",15,15,"Abdoulaye Doucouré","19","WAT","CHE","True",2,0,0,90,1657.98535156,1849.51049805,"Midfielder",59,39.3,12.45,54.25,10.6,"2018-12-26 19:30:00","night kick-off",4.1875,2,1.5,1.25,1,1.5,1.125,6,0.5,0.25,0.682451764121651,0.5,0.682451764121651,0.783057430759072,0.288166765589267,0.193418614566326,2.5,0.75,"2018/2019"
"16",16,16,"Abdoulaye Doucouré","20","WAT","NEW","True",7,1,0,36,1653.30114746,1626.62316895,"Midfielder",59,29.05,13.675,43,8.575,"2018-12-29 15:00:00","afternoon kick-off",2.8125,2,1.5,0.5,1.5,1.5,0.875,4.5,0.25,0.25,0.438435206189752,0.25,0.438435206189752,0.522798934951425,0.308882314711809,0.19208974391222,2.5,0.75,"2018/2019"
"17",17,17,"Abdoulaye Doucouré","21","WAT","BOU","False",0,0,0,55,1650.9777832,1661.28015137,"Midfielder",59,24.9,14.5,33,7.25,"2019-01-02 19:45:00","night kick-off",4.19791666666667,1.75,1.25,0.75,2.75,1.375,0.5,4.25,0.294117647058824,0.294117647058824,0.412051644833649,0.294117647058824,0.412051644833649,0.412051644833649,0.341162699110368,0.225987934014376,2.35294117647059,0.882352941176471,"2018/2019"
"18",18,18,"Abdoulaye Doucouré","22","WAT","CRY","False",2,0,0,90,1652.75976562,1667.36376953,"Midfielder",59,16.2,12.3,28.5,5.7,"2019-01-12 15:00:00","afternoon kick-off",9.80208333333333,1.75,1.5,1.25,0.75,1.25,1.5,3,0.33210332103321,0,0.445110743858497,0.33210332103321,0.445110743858497,0.498998932183009,0.181949146751768,0.151487453617293,2.65682656826568,0.996309963099631,"2018/2019"
"19",19,19,"Abdoulaye Doucouré","23","WAT","BUR","True",0,0,0,0,1662.31420898,1622.9934082,"Midfielder",59,14.25,14.9,24.25,5.35,"2019-01-19 15:00:00","afternoon kick-off",7,1.75,1.75,1.75,1.75,1.25,1.625,2.75,0.33210332103321,0,0.337204787316577,0.33210332103321,0.337204787316577,0.383761304523452,0.0948597599384528,0.176379068366276,2.98892988929889,1.32841328413284,"2018/2019"
"20",20,20,"Abdoulaye Doucouré","24","WAT","TOT","False",0,0,0,0,1659.68737793,1895.3815918,"Midfielder",59,12.4,10.725,5.5,2.875,"2019-01-30 20:00:00","night kick-off",11.2083333333333,1.5,1.25,1.5,1.25,1.5,1.25,2.25,0,0,0,0,0,0,0,0,0,1.49171270718232,"2018/2019"
"21",21,21,"Abdoulaye Doucouré","25","WAT","BHA","False",0,0,0,0,1657.58422852,1623.37072754,"Midfielder",59,3.74999999999999,9.15,0.75,1.375,"2019-02-02 15:00:00","afternoon kick-off",2.79166666666667,1.5,1.5,1.25,2.25,1.25,0.375,0.5,0,0,0,0,0,0,0,0,0,1.86206896551724,"2018/2019"
"22",22,22,"Abdoulaye Doucouré","26","WAT","EVE","True",3,0,0,90,1658.30639648,1671.95666504,"Midfielder",59,3.34999999999999,3.575,0.5,0.75,"2019-02-09 15:00:00","afternoon kick-off",7,0.75,0.75,0.75,1.75,1.25,0.625,0.5,0,0,0,0,0,0,0,0,0,1,"2018/2019"
"23",23,23,"Abdoulaye Doucouré","27","WAT","CAR","False",6,0,1,90,1666.92492676,1578.66894531,"Midfielder",59,3.89999999999999,3.4,0,0.725,"2019-02-22 19:45:00","night kick-off",13.1979166666667,0.5,0.5,1.25,1.5,1.125,1.125,0.75,0,0,0,0,0,0,0,0,0,1,"2018/2019"
"24",24,24,"Abdoulaye Doucouré","28","WAT","LIV","False",2,0,0,90,1681.5513916,1939.85449219,"Midfielder",59,13.1,9.35,0,2.25,"2019-02-27 20:00:00","night kick-off",5.01041666666667,1.75,0.75,1.25,0.5,1.5,1.5,2.25,0,0.5,0,0,0,0,0,0,0,1,"2018/2019"
"25",25,25,"Abdoulaye Doucouré","29","WAT","LEI","True",1,0,0,90,1677.43164062,1671.00476074,"Midfielder",59,18.05,10.025,0,2.825,"2019-03-03 12:00:00","lunchtime kick-off",3.66666666666667,1.5,1.5,1,2.25,1.5,0.5,2.75,0,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,"2018/2019"
"26",26,26,"Abdoulaye Doucouré","30","WAT","MCI","False",2,0,0,90,1690.19287109,1990.93054199,"Midfielder",59,23.6,10.8,2.25,3.675,"2019-03-09 17:30:00","afternoon kick-off",6.22916666666667,2,1.75,2.5,0,1.625,2.25,3,0,0.25,0.00568871013820172,0,0.00568871013820172,0.00568871013820172,0.157454580068588,0.211983329616487,0.25,0.5,"2018/2019"
"27",27,27,"Abdoulaye Doucouré","32","WAT","MUN","False",10,1,0,90,1700.41442871,1900.19274902,"Midfielder",59,21.3,7.725,2.25,3.15,"2019-03-30 15:00:00","afternoon kick-off",20.8958333333333,2,2.5,1.5,1.25,1.125,1.375,2.75,0,0.25,0.00568871013820172,0,0.00568871013820172,0.00568871013820172,0.157454580068588,0.202770218253136,0.25,0.25,"2018/2019"
"28",28,28,"Abdoulaye Doucouré","32","WAT","FUL","True",7,1,0,90,1697.93151855,1560.0982666,"Midfielder",59,22.15,5.85,16,4.425,"2019-04-02 19:45:00","night kick-off",3.19791666666667,1,2.75,0.75,2.25,0.5,0,3.75,0.25,0,0.187960652634501,0.25,0.187960652634501,0.261371536180377,0.242539972066879,0.0152256414294243,1.25,0.25,"2018/2019"
"29",29,29,"Abdoulaye Doucouré","34","WAT","ARS","True",2,0,0,90,1707.71923828,1888.78369141,"Midfielder",59,31.4,11.325,29.5,7.225,"2019-04-15 20:00:00","night kick-off",13.0104166666667,2,1.75,1.25,0.5,1,1.375,5,0.5,0,0.241840304806828,0.5,0.241840304806828,0.315766347572207,0.312802217900753,0.041898088529706,2,0.75,"2018/2019"
"30",30,30,"Abdoulaye Doucouré","35","WAT","HUD","False",5,0,1,90,1704.30383301,1505.00744629,"Midfielder",60,27.7,13.625,27.75,6.925,"2019-04-20 15:00:00","afternoon kick-off",4.79166666666667,1.5,1.75,1,3.5,0.5,0,5.25,0.5,0,0.236151594668627,0.5,0.236151594668627,0.251572353765368,0.323489672504366,0.0466313934884966,1.75,1,"2018/2019"
"31",31,31,"Abdoulaye Doucouré","35","WAT","SOU","True",1,0,0,90,1709.21655273,1679.21447754,"Midfielder",60,30.35,17.125,37.5,8.5,"2019-04-23 19:45:00","night kick-off",3.19791666666667,1.75,1.25,1.5,1.75,1.125,1.125,6,0.5,0.25,0.292379532009363,0.5,0.292379532009363,0.317747768014669,0.32971975626424,0.0657695434056223,2.25,1.25,"2018/2019"
"32",32,32,"Abdoulaye Doucouré","36","WAT","WOL","True",2,0,0,90,1706.37353516,1697.28649902,"Midfielder",60,24.4,20.05,30,7.425,"2019-04-27 15:00:00","afternoon kick-off",3.80208333333333,1.75,1,1.5,1.25,1.375,1.25,3.75,0.25,0.25,0.133780010044575,0.25,0.133780010044575,0.202892478555441,0.146891944576055,0.0722503154538572,1.5,1.5,"2018/2019"
"33",33,33,"Abdoulaye Doucouré","37","WAT","CHE","False",1,0,0,90,1692.2175293,1858.02868652,"Midfielder",59,13.75,17.15,17,4.775,"2019-05-05 14:00:00","lunchtime kick-off",7.95833333333333,1,1.25,1.25,1.25,0.875,1.125,2.5,0,0.25,0.0799003578722478,0,0.0799003578722478,0.122026581317187,0.103409789968282,0.0486178935971111,0.75,1.25,"2018/2019"
"34",34,34,"Abdoulaye Doucouré","38","WAT","WHU","True",2,0,0,90,1701.09216309,1712.85229492,"Midfielder",58,15.05,20.15,22.5,5.75,"2019-05-12 15:00:00","afternoon kick-off",7.04166666666667,1,1.75,1.75,1,0.875,1.375,2.25,0,0.25,0.146437373012304,0,0.146437373012304,0.151757899671793,0.125998669769615,0.0643677639309317,1.5,1.5,"2018/2019"
"35",35,35,"Aaron Mooy","5","HUD","CRY","True",2,0,0,90,1557.13659668,1668.88354492,"Midfielder",54,13.15,9.6,3.75,2.65,"2018-09-15 15:00:00","afternoon kick-off",14,0.5,2.5,0.75,1.5,0.625,0.625,1.75,0,0,0,0,0,0,0,0,0,0.666666666666667,"2018/2019"
"36",36,36,"Aaron Mooy","6","HUD","LEI","False",2,0,0,90,1548.79077148,1687.53344727,"Midfielder",53,10.45,11.675,9.25,3.15,"2018-09-22 15:00:00","afternoon kick-off",7,0.5,2,1.75,1.75,0.625,1.125,1.75,0,0,0,0,0,0,0,0,0,0.666666666666667,"2018/2019"
"37",37,37,"Aaron Mooy","7","HUD","TOT","True",2,0,0,90,1543.91479492,1899.04748535,"Midfielder",53,12.5,12.55,9.5,3.475,"2018-09-29 15:00:00","afternoon kick-off",7,0.5,1.25,1.75,1.25,0.625,1.25,2.25,0,0,0.0449982085265219,0,0.0449982085265219,0.047618932556361,0.143395598977804,0.0119938887655735,1.75,0.5,"2018/2019"
"38",38,38,"Aaron Mooy","8","HUD","BUR","False",2,0,0,90,1536.36816406,1651.94189453,"Midfielder",53,11.25,13.125,10.75,3.525,"2018-10-06 15:00:00","afternoon kick-off",7,0.5,1.75,1.5,1,0.375,1.125,2,0,0,0.0479944553226233,0,0.0479944553226233,0.0526248849928379,0.148026028648019,0.00525820301845669,2,0.5,"2018/2019"
"39",39,39,"Aaron Mooy","9","HUD","LIV","True",2,0,0,90,1541.17163086,1928.38366699,"Midfielder",52,10.4,28.375,15.75,5.475,"2018-10-20 17:30:00","afternoon kick-off",14.1041666666667,0.5,1.75,1.5,0.5,0.375,1.75,2,0,0,0.0584652577526867,0,0.0584652577526867,0.0845966436900197,0.176354697905481,0.131402984727174,2.25,1.75,"2018/2019"
"40",40,40,"Aaron Mooy","10","HUD","WAT","False",1,0,0,90,1542.15039062,1650.25341797,"Midfielder",52,13.35,27.3,12.25,5.3,"2018-10-27 15:00:00","afternoon kick-off",6.89583333333333,0.5,1.75,0.75,1.75,0.375,1,2,0,0,0.029556610621512,0,0.029556610621512,0.111976624000818,0.103847502730787,0.147395831067115,1.5,1.75,"2018/2019"
"41",41,41,"Aaron Mooy","11","HUD","FUL","True",3,0,0,90,1534.94287109,1580.73486328,"Midfielder",52,16.45,39.725,23,7.925,"2018-11-05 20:00:00","night kick-off",9.20833333333333,0.25,1.75,0.75,3.75,0.375,0,1.75,0,0,0.0565104652196168,0,0.0565104652196168,0.096826208755374,0.117019463330507,0.191043030936271,2,2.75,"2018/2019"
"42",42,42,"Aaron Mooy","12","HUD","WHU","True",2,0,0,90,1541.00183105,1669.51965332,"Midfielder",52,19.1,43.45,23.25,8.6,"2018-11-10 15:00:00","afternoon kick-off",4.79166666666667,0.5,1.25,1.25,1.25,0.875,0.875,2,0,0,0.0852677249349652,0,0.0852677249349652,0.0986345359124242,0.125755846500397,0.206754514947534,2,3,"2018/2019"
"43",43,43,"Aaron Mooy","13","HUD","WOL","False",16,2,0,90,1542.81530762,1616.3458252,"Midfielder",51,18.3,33.225,16.75,6.825,"2018-11-25 16:00:00","afternoon kick-off",15.0416666666667,0.5,1.25,0.75,1.75,0.75,0.375,2,0,0,0.0907868561334906,0,0.0907868561334906,0.110925008077174,0.125119589269161,0.089783899486065,2,2,"2018/2019"
"44",44,44,"Aaron Mooy","14","HUD","BHA","True",2,0,0,62,1560.36608887,1627.53845215,"Midfielder",51,34.2,36.875,22.25,9.35,"2018-12-01 15:00:00","afternoon kick-off",5.95833333333333,1,1,1,1.5,1.375,0.75,5.5,0.5,0,0.127267546951771,0.5,0.127267546951771,0.153305638581514,0.10120901837945,0.106222165748477,2.75,2.25,"2018/2019"
"45",45,45,"Aaron Mooy","15","HUD","BOU","False",1,0,0,90,1552.36437988,1678.80871582,"Midfielder",51,31.9,27.6,13,7.275,"2018-12-04 19:45:00","night kick-off",3.19791666666667,1.25,0.75,1,2.25,1.375,0,5.75,0.542168674698795,0,0.117638852694128,0.542168674698795,0.117638852694128,0.104310595576304,0.092620120933616,0.0924327581313,2.43975903614458,1.62650602409639,"2018/2019"
"46",46,46,"Aaron Mooy","16","HUD","ARS","False",2,0,0,90,1548.58776855,1855.24963379,"Midfielder",51,33.65,44.8,20,9.85,"2018-12-08 15:00:00","afternoon kick-off",3.80208333333333,1.25,1.25,2.25,1.5,0.875,1.75,5.25,0.542168674698795,0,0.129334964419165,0.542168674698795,0.129334964419165,0.239896609683532,0.201601220003093,0.148202379020941,2.98192771084337,2.71084337349398,"2018/2019"
"47",47,47,"Aaron Mooy","17","HUD","NEW","True",0,0,0,0,1546.14440918,1625.4675293,"Midfielder",51,34.05,43.2,17.75,9.525,"2018-12-15 15:00:00","afternoon kick-off",7,1,1.25,1,1.75,0.625,1,5.25,0.542168674698795,0,0.104206757934158,0.542168674698795,0.104206757934158,0.140269409573402,0.200458603002221,0.140380691456418,2.16867469879518,2.71084337349398,"2018/2019"
"48",48,48,"Aaron Mooy","18","HUD","SOU","True",0,0,0,0,1538.47546387,1619.22509766,"Midfielder",51,12.85,34,10.25,5.725,"2018-12-22 15:00:00","afternoon kick-off",7,0.5,1.5,1.5,2,0,0.75,1.25,0,0,0,0,0,0,0,0,0,2.97520661157025,"2018/2019"
"49",49,49,"Aaron Mooy","19","HUD","MUN","False",0,0,0,0,1527.59423828,1841.73535156,"Midfielder",51,9.99999999999999,29.975,8.5,4.85,"2018-12-26 15:00:00","afternoon kick-off",4,0.5,1.75,3,1.75,0,1.375,0.75,0,0,0,0,0,0,0,0,0,3.5,"2018/2019"
"50",50,50,"Aaron Mooy","20","HUD","FUL","False",0,0,0,0,1525.50305176,1568.64074707,"Midfielder",51,3.74999999999999,4.15,0,0.800000000000001,"2018-12-29 15:00:00","afternoon kick-off",3,0.5,2,0.5,1.75,0,0.625,0.5,0,0,0,0,0,0,0,0,0,1,"2018/2019"
"51",51,51,"Aaron Mooy","21","HUD","BUR","True",0,0,0,0,1519.84594727,1610.07458496,"Midfielder",51,-8.88178419700125e-15,1.77635683940025e-15,0,6.66133814775094e-16,"2019-01-02 19:45:00","night kick-off",4.19791666666667,0.5,2,1,2.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"52",52,52,"Aaron Mooy","22","HUD","CAR","False",0,0,0,0,1512.60400391,1564.87487793,"Midfielder",51,-8.88178419700125e-15,1.77635683940025e-15,0,6.66133814775094e-16,"2019-01-12 15:00:00","afternoon kick-off",9.80208333333333,0.75,2.25,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"53",53,53,"Aaron Mooy","23","HUD","MCI","True",0,0,0,0,1515.48303223,1971.29577637,"Midfielder",51,-8.88178419700125e-15,1.77635683940025e-15,0,6.66133814775094e-16,"2019-01-20 13:30:00","lunchtime kick-off",7.9375,0.5,1.5,2.25,1,0.375,1.625,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"54",54,54,"Aaron Mooy","24","HUD","EVE","True",1,0,0,35,1513.49768066,1686.04577637,"Midfielder",50,-8.88178419700125e-15,1.77635683940025e-15,0,6.66133814775094e-16,"2019-01-29 19:45:00","night kick-off",9.26041666666667,0.25,1.5,0.75,1,0.375,0.5,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"55",55,55,"Aaron Mooy","25","HUD","CHE","False",2,0,0,90,1508.2902832,1821.6484375,"Midfielder",50,1.29999999999999,1.25,3.75,0.625000000000001,"2019-02-02 15:00:00","afternoon kick-off",3.80208333333333,0.25,1.5,0.527777777777778,1.83333333333333,0.375,0.736111111111111,0.25,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"56",56,56,"Aaron Mooy","26","HUD","ARS","True",2,0,0,90,1505.05993652,1833.08227539,"Midfielder",50,5.34999999999999,8.775,9.25,2.325,"2019-02-09 15:00:00","afternoon kick-off",7,0,2.25,1.25,1.25,0.375,1,0.75,0,0,0,0,0,0,0,0,0,1.44,"2018/2019"
"57",57,57,"Aaron Mooy","27","HUD","NEW","False",2,0,0,90,1504.47705078,1647.00268555,"Midfielder",50,8.44999999999999,15.7,10.25,3.425,"2019-02-23 15:00:00","afternoon kick-off",14,0.25,2.75,1.5,0.75,0,1.375,1.25,0,0,0,0,0,0,0,0,0,1.67441860465116,"2018/2019"
"58",58,58,"Aaron Mooy","28","HUD","WOL","True",1,0,0,12,1499.30126953,1667.79821777,"Midfielder",50,10.95,20.9,10.25,4.2,"2019-02-26 19:45:00","night kick-off",3.19791666666667,0.25,2.5,2,0.75,0,1.75,1.75,0,0,0.0872392247079826,0,0.0872392247079826,0.123802686873518,0.211344909961106,0.100771781820498,1.47540983606557,1.47540983606557,"2018/2019"
"59",59,59,"Aaron Mooy","29","HUD","BHA","False",0,0,0,49,1510.31066895,1605.74169922,"Midfielder",50,9.94999999999999,23.375,6.75,4,"2019-03-02 15:00:00","afternoon kick-off",3.80208333333333,0.5,2.25,1,2.25,0.5,0.25,1.75,0,0,0.0517952626452166,0,0.0517952626452166,0.0517952626452166,0.1167233494368,0.144401465820029,1.27659574468085,1.91489361702128,"2018/2019"
"60",60,60,"Aaron Mooy","30","HUD","BOU","True",1,0,0,90,1512.52001953,1665.78100586,"Midfielder",50,7.69999999999999,16.175,3.25,2.725,"2019-03-09 15:00:00","afternoon kick-off",7,0.5,1.25,0.5,2.5,0.5,0.25,1.25,0,0,0.0283786513034981,0,0.0283786513034981,0.0421117284022179,0.107162538838584,0.153654134055576,1.12033195020747,1.49377593360996,"2018/2019"
"61",61,61,"Aaron Mooy","31","HUD","WHU","False",6,0,1,90,1516.38562012,1689.9005127,"Midfielder",50,8.54999999999999,11.75,12,3.25,"2019-03-16 15:00:00","afternoon kick-off",7,0.25,1.25,1.25,1,0.5,1,1,0,0,0.07046853110998,0,0.07046853110998,0.0961810103095915,0.104517755543048,0.0451785565210946,1.86721991701245,0.746887966804979,"2018/2019"
"62",62,62,"Aaron Mooy","32","HUD","CRY","False",2,0,0,90,1513.46154785,1694.20507812,"Midfielder",50,14.55,21.4,12.5,4.85,"2019-03-30 15:00:00","afternoon kick-off",14,1,1.75,2.25,1.75,0.5,1.25,2,0,0.37344398340249,0.07046853110998,0,0.07046853110998,0.0839358177113335,0.071711780897562,0.280706745831303,1.86721991701245,1.86721991701245,"2018/2019"
"63",63,63,"Aaron Mooy","33","HUD","LEI","True",8,1,0,90,1509.49060059,1706.02355957,"Midfielder",50,18.4,22.025,14,5.45,"2019-04-06 15:00:00","afternoon kick-off",7,0.75,2.25,2,1,0,1.625,2.25,0,0.282131661442006,0.0571533147724444,0,0.0571533147724444,0.0736621945956284,0.0634108390367144,0.1880417556318,1.69278996865204,1.41065830721003,"2018/2019"
"64",64,64,"Aaron Mooy","34","HUD","TOT","False",1,0,0,8,1504.82373047,1907.73498535,"Midfielder",50,27.6,26.15,16.25,7,"2019-04-13 12:30:00","lunchtime kick-off",6.89583333333333,1,3,1.25,1.25,0,0.75,4.25,0.25,0.25,0.0462605534121394,0,0.236552762798965,0.189466196112335,0.187263008207083,0.169564028270543,1.5,1.5,"2018/2019"
"65",65,65,"Aaron Mooy","35","HUD","WAT","True",2,0,0,90,1505.00744629,1704.30383301,"Midfielder",50,23.85,23.875,6.5,5.425,"2019-04-20 15:00:00","afternoon kick-off",7.10416666666667,1,3.5,1.5,1.75,0,0.5,4.25,0.323741007194245,0.323741007194245,0.0173689182445729,0,0.263790484357009,0.263790484357009,0.203911623776817,0.219579317184875,0.971223021582734,1.94244604316547,"2018/2019"
"66",66,66,"Aaron Mooy","36","HUD","LIV","False",0,0,0,0,1500.09460449,2008.85192871,"Midfielder",50,20.6,18.6,11,5.025,"2019-04-26 20:00:00","night kick-off",6.20833333333333,0.5,3,2.25,0.5,0,2.25,3.25,0.323741007194245,0,0.0488566844422611,0,0.295278250554697,0.317149458037649,0.197282131734512,0.0604714744007414,1.61870503597122,1.61870503597122,"2018/2019"
"67",67,67,"Aaron Mooy","37","HUD","MUN","True",2,0,0,90,1495.16748047,1852.63671875,"Midfielder",50,16.45,14.25,9.25,4,"2019-05-05 14:00:00","lunchtime kick-off",8.75,0.5,3.75,0.75,2,0,0.75,2.75,0,0,0,0,0,0,0,0,0,1.91489361702128,"2018/2019"
"68",68,68,"Aaron Mooy","38","HUD","SOU","False",2,0,0,90,1515.80639648,1679.39855957,"Midfielder",50,7.54999999999999,10.7,5,2.325,"2019-05-12 15:00:00","afternoon kick-off",7.04166666666667,0.5,3,1.25,2.5,0.25,0.625,1.25,0,0,0,0,0,0,0,0,0,1.43617021276596,"2018/2019"
"69",69,69,"Alex McCarthy","5","SOU","BHA","True",0,0,0,90,1648.54406738,1627.08605957,"Goalkeeper",45,34.3,3.5527136788005e-15,0,3.45,"2018-09-17 20:00:00","night kick-off",16.2083333333333,1,1,1.25,1.75,0.875,0.75,5.75,0,0,0,0,0,0.084234930574894,0.123636375647038,0,0,0,"2018/2019"
"70",70,70,"Alex McCarthy","6","SOU","LIV","False",1,0,0,90,1644.73779297,1939.49255371,"Goalkeeper",45,26.35,3.5527136788005e-15,0,2.65,"2018-09-22 15:00:00","afternoon kick-off",4.79166666666667,1.5,1.5,1.75,0.5,0.875,2.375,3,0,0,0,0,0,0,0.123636375647038,0,0,0,"2018/2019"
"71",71,71,"Alex McCarthy","7","SOU","WOL","False",2,0,0,90,1642.19055176,1614.55725098,"Goalkeeper",45,19.4,3.5527136788005e-15,0,1.95,"2018-09-29 15:00:00","afternoon kick-off",7,1.25,1.75,1,0.5,0.875,1.75,2.75,0,0,0,0,0,0.0205696634948254,0.138120073825121,0,0,0,"2018/2019"
"72",72,72,"Alex McCarthy","8","SOU","CHE","True",2,0,0,90,1627.77319336,1851.73461914,"Goalkeeper",45,22.2,3.5527136788005e-15,0,2.225,"2018-10-07 14:15:00","lunchtime kick-off",7.96875,1,1.75,1.75,0.5,0.875,1.625,2.75,0,0,0,0,0,0,0.104804594069719,0,0,0,"2018/2019"
